###=============================================================================================
# Broadstone Stream individual predation event data, used in the Gilljam et al AER v.45 chapter.
# 
# CSV-format:
# [Predator ID] [Predator Unique ID] [Predator mass] [Prey ID] [Prey mass] [Locality] [Season]
#
# Note that individual predators can have several prey, ie be represented on several rows,
# having the same Predator Unique ID.
#
# Taxa omitted from the original data set (see Guy's comments in the original Excel sheet):
# Platambus, Bezzia (Ceratopogonidae), Heterotanytarsus & Niphargus.
#
# Data originally from 	Guy Woodward (g.woodward@qmul.ac.uk)
# Reformatted by		David Gilljam (david.gilljam@liu.se)
###=============================================================================================

"","predID","predUniqueID","predMass","preyID","preyMass","locality","season"
"18","Zavrelimyia","Zavrelimyia30June",0.033883717,"Polypedilum",0.0047,"Broadstone Stream","June"
"19","Zavrelimyia","Zavrelimyia35June",0.033883717,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"20","Zavrelimyia","Zavrelimyia36June",0.009798324,"Polypedilum",0.0041,"Broadstone Stream","June"
"21","Zavrelimyia","Zavrelimyia37June",0.081715337,"Polypedilum",0.015,"Broadstone Stream","June"
"22","Zavrelimyia","Zavrelimyia37June",0.081715337,"Polypedilum",0.006,"Broadstone Stream","June"
"23","Zavrelimyia","Zavrelimyia38June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"24","Zavrelimyia","Zavrelimyia41June",0.009798324,"Polypedilum",0.006,"Broadstone Stream","June"
"25","Trissopelopia","Trissopelopia158June",0.161751461,"Cyclopoids",4.76e-05,"Broadstone Stream","June"
"26","Trissopelopia","Trissopelopia159June",0.161751461,"Zavrelimyia",0.004,"Broadstone Stream","June"
"27","Trissopelopia","Trissopelopia162June",0.161751461,"Heterotrissocladius",0.0034,"Broadstone Stream","June"
"28","Trissopelopia","Trissopelopia162June",0.161751461,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"29","Trissopelopia","Trissopelopia162June",0.161751461,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"30","Trissopelopia","Trissopelopia162June",0.161751461,"Heterotrissocladius",0.0034,"Broadstone Stream","June"
"31","Trissopelopia","Trissopelopia165June",0.161751461,"Zavrelimyia",0.0015,"Broadstone Stream","June"
"32","Trissopelopia","Trissopelopia165June",0.161751461,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"33","Trissopelopia","Trissopelopia200June",0.081715337,"Polypedilum",0.0152,"Broadstone Stream","June"
"34","Trissopelopia","Trissopelopia170June",0.161751461,"Polypedilum",0.062,"Broadstone Stream","June"
"35","Trissopelopia","Trissopelopia172June",0.161751461,"Zavrelimyia",0.0083,"Broadstone Stream","June"
"36","Trissopelopia","Trissopelopia174June",0.161751461,"Zavrelimyia",0.0013,"Broadstone Stream","June"
"37","Trissopelopia","Trissopelopia175June",0.161751461,"Leuctra.nigra",0.00673,"Broadstone Stream","June"
"38","Trissopelopia","Trissopelopia177June",0.161751461,"Leuctra.nigra",0.00673,"Broadstone Stream","June"
"39","Trissopelopia","Trissopelopia179June",0.161751461,"Leuctra.nigra",0.00673,"Broadstone Stream","June"
"40","Trissopelopia","Trissopelopia182June",0.161751461,"Leuctra.nigra",0.00673,"Broadstone Stream","June"
"41","Trissopelopia","Trissopelopia182June",0.161751461,"Polypedilum",0.015,"Broadstone Stream","June"
"42","Trissopelopia","Trissopelopia185June",0.161751461,"Leuctra.nigra",0.00673,"Broadstone Stream","June"
"43","Trissopelopia","Trissopelopia192June",0.161751461,"Polypedilum",0.015,"Broadstone Stream","June"
"44","Trissopelopia","Trissopelopia205June",0.081715337,"Zavrelimyia",0.00076,"Broadstone Stream","June"
"45","Trissopelopia","Trissopelopia13June",0.161751461,"Cyclopoids",4.76e-05,"Broadstone Stream","June"
"46","Trissopelopia","Trissopelopia18June",0.033883717,"Polypedilum",0.0031,"Broadstone Stream","June"
"47","Trissopelopia","Trissopelopia23June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"48","Trissopelopia","Trissopelopia25June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"49","Trissopelopia","Trissopelopia27June",0.161751461,"Polypedilum",0.006,"Broadstone Stream","June"
"50","Trissopelopia","Trissopelopia28June",0.161751461,"Polypedilum",0.0031,"Broadstone Stream","June"
"51","Trissopelopia","Trissopelopia29June",0.161751461,"Polypedilum",0.0012,"Broadstone Stream","June"
"52","Trissopelopia","Trissopelopia30June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"53","Trissopelopia","Trissopelopia32June",0.033883717,"Polypedilum",0.0047,"Broadstone Stream","June"
"54","Trissopelopia","Trissopelopia33June",0.033883717,"Cyclopoids",4.9e-06,"Broadstone Stream","June"
"55","Trissopelopia","Trissopelopia35June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"56","Trissopelopia","Trissopelopia36June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"57","Trissopelopia","Trissopelopia38June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"58","Trissopelopia","Trissopelopia43June",0.033883717,"Micropsectra",0.018,"Broadstone Stream","June"
"59","Trissopelopia","Trissopelopia44June",0.033883717,"Heterotrissocladius",0.004,"Broadstone Stream","June"
"60","Trissopelopia","Trissopelopia48June",0.033883717,"Heterotrissocladius",0.004,"Broadstone Stream","June"
"61","Trissopelopia","Trissopelopia50June",0.033883717,"Polypedilum",0.01,"Broadstone Stream","June"
"62","Trissopelopia","Trissopelopia56June",0.033883717,"Polypedilum",0.0047,"Broadstone Stream","June"
"63","Trissopelopia","Trissopelopia58June",0.033883717,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"64","Trissopelopia","Trissopelopia59June",0.033883717,"Cyclopoids",0.000475,"Broadstone Stream","June"
"65","Trissopelopia","Trissopelopia64June",0.033883717,"Polypedilum",0.0019,"Broadstone Stream","June"
"66","Trissopelopia","Trissopelopia72June",0.009798324,"Brillia",0.0073,"Broadstone Stream","June"
"67","Trissopelopia","Trissopelopia73June",0.033883717,"Polypedilum",0.0036,"Broadstone Stream","June"
"68","Trissopelopia","Trissopelopia80June",0.161751461,"Polypedilum",0.0047,"Broadstone Stream","June"
"69","Trissopelopia","Trissopelopia82June",0.033883717,"Polypedilum",0.0036,"Broadstone Stream","June"
"70","Trissopelopia","Trissopelopia82June",0.033883717,"Polypedilum",0.0022,"Broadstone Stream","June"
"71","Trissopelopia","Trissopelopia82June",0.033883717,"Polypedilum",0.0031,"Broadstone Stream","June"
"72","Trissopelopia","Trissopelopia83June",0.033883717,"Polypedilum",0.002,"Broadstone Stream","June"
"73","Trissopelopia","Trissopelopia83June",0.033883717,"Polypedilum",0.0036,"Broadstone Stream","June"
"74","Trissopelopia","Trissopelopia83June",0.033883717,"Polypedilum",0.0036,"Broadstone Stream","June"
"75","Trissopelopia","Trissopelopia85June",0.033883717,"Leuctra.nigra",0.0034,"Broadstone Stream","June"
"76","Trissopelopia","Trissopelopia86June",0.033883717,"Polypedilum",0.0047,"Broadstone Stream","June"
"77","Trissopelopia","Trissopelopia93June",0.033883717,"Polypedilum",0.0042,"Broadstone Stream","June"
"78","Trissopelopia","Trissopelopia93June",0.033883717,"Micropsectra",0.0095,"Broadstone Stream","June"
"79","Trissopelopia","Trissopelopia98June",0.009798324,"Polypedilum",0.006,"Broadstone Stream","June"
"80","Trissopelopia","Trissopelopia99June",0.009798324,"Polypedilum",0.0041,"Broadstone Stream","June"
"81","Trissopelopia","Trissopelopia103June",0.009798324,"Polypedilum",0.006,"Broadstone Stream","June"
"82","Trissopelopia","Trissopelopia110June",0.009798324,"Nemurella",0.093,"Broadstone Stream","June"
"83","Trissopelopia","Trissopelopia112June",0.161751461,"Polypedilum",0.0031,"Broadstone Stream","June"
"84","Trissopelopia","Trissopelopia113June",0.161751461,"Polypedilum",0.015,"Broadstone Stream","June"
"85","Trissopelopia","Trissopelopia119June",0.033883717,"Trissopelopia",0.00132,"Broadstone Stream","June"
"86","Trissopelopia","Trissopelopia122June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"87","Trissopelopia","Trissopelopia125June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"88","Trissopelopia","Trissopelopia125June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"89","Trissopelopia","Trissopelopia127June",0.033883717,"Brillia",0.006,"Broadstone Stream","June"
"90","Trissopelopia","Trissopelopia128June",0.033883717,"Polypedilum",0.006,"Broadstone Stream","June"
"91","Trissopelopia","Trissopelopia139June",0.033883717,"Cyclopoids",2.51e-05,"Broadstone Stream","June"
"92","Trissopelopia","Trissopelopia147June",0.033883717,"Polypedilum",0.0031,"Broadstone Stream","June"
"93","Trissopelopia","Trissopelopia151June",0.033883717,"Polypedilum",0.0074,"Broadstone Stream","June"
"94","Trissopelopia","Trissopelopia151June",0.033883717,"Polypedilum",0.0026,"Broadstone Stream","June"
"95","Siphonoperla","Siphonoperla2June",0.763379494,"Polypedilum",0.026,"Broadstone Stream","June"
"96","Siphonoperla","Siphonoperla6June",0.763379494,"Polypedilum",0.0033,"Broadstone Stream","June"
"97","Siphonoperla","Siphonoperla11June",0.763379494,"Zavrelimyia",0.01,"Broadstone Stream","June"
"98","Sialis","Sialis2June",5.324603445,"Leuctra.nigra",0.08,"Broadstone Stream","June"
"99","Sialis","Sialis3June",0.627994733,"Leuctra.nigra",0.12,"Broadstone Stream","June"
"100","Sialis","Sialis8June",6.780007045,"Leuctra.nigra",0.42,"Broadstone Stream","June"
"101","Sialis","Sialis16June",0.351070867,"Trissopelopia",0.01,"Broadstone Stream","June"
"102","Sialis","Sialis22June",4.090642406,"Leuctra.nigra",0.1,"Broadstone Stream","June"
"103","Sialis","Sialis22June",4.090642406,"Leuctra.nigra",0.23,"Broadstone Stream","June"
"104","Sialis","Sialis23June",0.627994733,"Plectrocnemia",0.244,"Broadstone Stream","June"
"105","Sialis","Sialis23June",0.627994733,"Polypedilum",0.014,"Broadstone Stream","June"
"106","Sialis","Sialis31June",0.476430987,"Sialis",0.02,"Broadstone Stream","June"
"107","Sialis","Sialis31June",0.476430987,"Micropsectra",0.021,"Broadstone Stream","June"
"108","Sialis","Sialis34June",2.616855366,"Leuctra.nigra",0.31,"Broadstone Stream","June"
"109","Sialis","Sialis36June",0.351070867,"Micropsectra",0.0087,"Broadstone Stream","June"
"110","Sialis","Sialis36June",0.351070867,"Micropsectra",0.0177,"Broadstone Stream","June"
"111","Sialis","Sialis39June",1.263220158,"Leuctra.nigra",0.357,"Broadstone Stream","June"
"112","Sialis","Sialis40June",4.68102466,"Zavrelimyia",0.053,"Broadstone Stream","June"
"113","Sialis","Sialis40June",4.68102466,"Leuctra.nigra",0.18,"Broadstone Stream","June"
"114","Sialis","Sialis41June",4.090642406,"Nemurella",0.14,"Broadstone Stream","June"
"115","Plectrocnemia","Plectrocnemia3June",0.792576856,"Simuliidae",0.34,"Broadstone Stream","June"
"116","Plectrocnemia","Plectrocnemia4June",3.457669717,"Leuctra.nigra",0.28,"Broadstone Stream","June"
"117","Plectrocnemia","Plectrocnemia5June",3.035386689,"Leuctra.nigra",0.34,"Broadstone Stream","June"
"118","Plectrocnemia","Plectrocnemia6June",0.975345534,"Leuctra.nigra",0.22,"Broadstone Stream","June"
"119","Plectrocnemia","Plectrocnemia6June",0.975345534,"Leuctra.nigra",0.22,"Broadstone Stream","June"
"120","Plectrocnemia","Plectrocnemia8June",0.203541028,"Heterotrissocladius",0.005,"Broadstone Stream","June"
"121","Plectrocnemia","Plectrocnemia9June",0.140047226,"Heterotrissocladius",0.005,"Broadstone Stream","June"
"122","Plectrocnemia","Plectrocnemia10June",2.647792745,"Nemurella",0.77,"Broadstone Stream","June"
"123","Plectrocnemia","Plectrocnemia10June",2.647792745,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"124","Plectrocnemia","Plectrocnemia11June",4.945748458,"Plectrocnemia",0.04,"Broadstone Stream","June"
"125","Plectrocnemia","Plectrocnemia15June",0.975345534,"Sialis",0.037,"Broadstone Stream","June"
"126","Plectrocnemia","Plectrocnemia15June",0.975345534,"Heterotrissocladius",0.005,"Broadstone Stream","June"
"127","Plectrocnemia","Plectrocnemia17June",0.140047226,"Leuctra.nigra",0.006,"Broadstone Stream","June"
"128","Plectrocnemia","Plectrocnemia19June",4.411552752,"Nemurella",0.77,"Broadstone Stream","June"
"129","Plectrocnemia","Plectrocnemia20June",0.975345534,"Leuctra.nigra",0.006,"Broadstone Stream","June"
"130","Plectrocnemia","Plectrocnemia24June",0.792576856,"Leuctra.nigra",0.0156,"Broadstone Stream","June"
"131","Plectrocnemia","Plectrocnemia27June",3.457669717,"Nemurella",0.57,"Broadstone Stream","June"
"132","Plectrocnemia","Plectrocnemia27June",3.457669717,"Leuctra.nigra",0.417,"Broadstone Stream","June"
"133","Plectrocnemia","Plectrocnemia30June",0.380189396,"Cyclopoids",0.00045,"Broadstone Stream","June"
"134","Plectrocnemia","Plectrocnemia31June",0.792576856,"Polypedilum",0.018,"Broadstone Stream","June"
"135","Plectrocnemia","Plectrocnemia31June",0.792576856,"Polypedilum",0.0046,"Broadstone Stream","June"
"136","Plectrocnemia","Plectrocnemia52June",4.945748458,"Leuctra.nigra",0.33,"Broadstone Stream","June"
"137","Plectrocnemia","Plectrocnemia53June",3.915957239,"Trissopelopia",0.078,"Broadstone Stream","June"
"138","Plectrocnemia","Plectrocnemia54June",1.183192819,"Prodiamesa",0.29,"Broadstone Stream","June"
"139","Plectrocnemia","Plectrocnemia58June",0.633442924,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"140","Plectrocnemia","Plectrocnemia64June",0.792576856,"Leuctra.nigra",0.23,"Broadstone Stream","June"
"141","Plectrocnemia","Plectrocnemia64June",0.792576856,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"142","Plectrocnemia","Plectrocnemia67June",1.183192819,"Zavrelimyia",0.082,"Broadstone Stream","June"
"143","Plectrocnemia","Plectrocnemia67June",1.183192819,"Leuctra.nigra",0.17,"Broadstone Stream","June"
"144","Plectrocnemia","Plectrocnemia68June",0.975345534,"Leuctra.nigra",0.0156,"Broadstone Stream","June"
"145","Plectrocnemia","Plectrocnemia72June",0.140047226,"Heterotrissocladius",0.005,"Broadstone Stream","June"
"146","Plectrocnemia","Plectrocnemia74June",3.457669717,"Leuctra.nigra",0.2,"Broadstone Stream","June"
"147","Plectrocnemia","Plectrocnemia75June",3.457669717,"Leuctra.nigra",0.27,"Broadstone Stream","June"
"148","Plectrocnemia","Plectrocnemia76June",3.035386689,"Potamophylax",0.35,"Broadstone Stream","June"
"149","Plectrocnemia","Plectrocnemia84June",0.054590367,"Potamophylax",0.96,"Broadstone Stream","June"
"150","Plectrocnemia","Plectrocnemia87June",0.054590367,"Cyclopoids",3.22e-05,"Broadstone Stream","June"
"151","Plectrocnemia","Plectrocnemia89June",4.945748458,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"152","Plectrocnemia","Plectrocnemia91June",1.679797691,"Leuctra.nigra",0.2,"Broadstone Stream","June"
"153","Plectrocnemia","Plectrocnemia91June",1.679797691,"Leuctra.nigra",0.24,"Broadstone Stream","June"
"154","Plectrocnemia","Plectrocnemia92June",0.975345534,"Leuctra.nigra",0.2,"Broadstone Stream","June"
"155","Macropelopia","Macropelopia1June",0.877760607,"Brillia",0.022,"Broadstone Stream","June"
"156","Macropelopia","Macropelopia2June",0.877760607,"Zavrelimyia",0.001,"Broadstone Stream","June"
"157","Macropelopia","Macropelopia2June",0.877760607,"Heterotrissocladius",0.019,"Broadstone Stream","June"
"158","Macropelopia","Macropelopia2June",0.877760607,"Micropsectra",0.029,"Broadstone Stream","June"
"159","Macropelopia","Macropelopia2June",0.877760607,"Polypedilum",0.0024,"Broadstone Stream","June"
"160","Macropelopia","Macropelopia3June",0.877760607,"Heterotrissocladius",0.0014,"Broadstone Stream","June"
"161","Macropelopia","Macropelopia4June",0.557092549,"Trissopelopia",0.0015,"Broadstone Stream","June"
"162","Macropelopia","Macropelopia5June",0.557092549,"Zavrelimyia",0.001,"Broadstone Stream","June"
"163","Macropelopia","Macropelopia6June",0.557092549,"Heterotrissocladius",0.0076,"Broadstone Stream","June"
"164","Macropelopia","Macropelopia7June",0.557092549,"Heterotrissocladius",0.022,"Broadstone Stream","June"
"165","Macropelopia","Macropelopia9June",0.557092549,"Leuctra.nigra",0.0032,"Broadstone Stream","June"
"166","Macropelopia","Macropelopia10June",0.557092549,"Trissopelopia",0.00104,"Broadstone Stream","June"
"167","Macropelopia","Macropelopia14June",0.557092549,"Heterotrissocladius",0.014,"Broadstone Stream","June"
"168","Macropelopia","Macropelopia17June",0.557092549,"Heterotrissocladius",0.0095,"Broadstone Stream","June"
"169","Macropelopia","Macropelopia17June",0.557092549,"Heterotrissocladius",0.012,"Broadstone Stream","June"
"170","Macropelopia","Macropelopia18June",0.557092549,"Heterotrissocladius",0.006,"Broadstone Stream","June"
"171","Macropelopia","Macropelopia21June",0.090787115,"Zavrelimyia",0.00035,"Broadstone Stream","June"
"172","Macropelopia","Macropelopia34June",0.090787115,"Cyclopoids",1e-05,"Broadstone Stream","June"
"173","Macropelopia","Macropelopia43June",0.557092549,"Heterotrissocladius",0.014,"Broadstone Stream","June"
"174","Macropelopia","Macropelopia47June",0.038366446,"Tipulidae",0.0062,"Broadstone Stream","June"
"175","Macropelopia","Macropelopia50June",0.090787115,"Heterotrissocladius",0.0046,"Broadstone Stream","June"
"176","Dicranota","Dicranota1June",0.095993059,"Zavrelimyia",0.002,"Broadstone Stream","June"
"177","Dicranota","Dicranota6June",0.342512319,"Polypedilum",0.042,"Broadstone Stream","June"
"178","Cordulegaster","CordulegasterJune",2.220266495,"Nemurella",0.28,"Broadstone Stream","June"
"179","Cordulegaster","CordulegasterJune",1.320500452,"Trissopelopia",1.07,"Broadstone Stream","June"
"180","Cordulegaster","CordulegasterJune",1.320500452,"Heterotrissocladius",0.92,"Broadstone Stream","June"
"181","Cordulegaster","Cordulegaster1June",118.6097979,"Potamophylax",0.2,"Broadstone Stream","June"
"182","Cordulegaster","Cordulegaster1June",118.6097979,"Nemurella",0.5,"Broadstone Stream","June"
"183","Cordulegaster","Cordulegaster2June",34.7475055,"Nemurella",0.16,"Broadstone Stream","June"
"184","Cordulegaster","Cordulegaster3June",200.1811854,"Zavrelimyia",0.07,"Broadstone Stream","June"
"185","Cordulegaster","Cordulegaster3June",200.1811854,"Leuctra.nigra",0.16,"Broadstone Stream","June"
"186","Cordulegaster","Cordulegaster3June",200.1811854,"Leuctra.nigra",0.21,"Broadstone Stream","June"
"187","Cordulegaster","Cordulegaster3June",200.1811854,"Leuctra.nigra",0.2,"Broadstone Stream","June"
"188","Cordulegaster","Cordulegaster3June",200.1811854,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"189","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",0.51,"Broadstone Stream","June"
"190","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",0.57,"Broadstone Stream","June"
"191","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",0.57,"Broadstone Stream","June"
"192","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",1,"Broadstone Stream","June"
"193","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",0.54,"Broadstone Stream","June"
"194","Cordulegaster","Cordulegaster6June",62.79528399,"Nemurella",0.23,"Broadstone Stream","June"
"195","Cordulegaster","Cordulegaster7June",105.5828985,"Nemurella",1.64,"Broadstone Stream","June"
"196","Cordulegaster","Cordulegaster8June",102.7227042,"Nemurella",0.57,"Broadstone Stream","June"
"197","Cordulegaster","Cordulegaster9June",121.8576447,"Plectrocnemia",2.33,"Broadstone Stream","June"
"198","Cordulegaster","Cordulegaster10June",267.4517556,"Nemurella",0.31,"Broadstone Stream","June"
"199","Cordulegaster","Cordulegaster11June",30.12633262,"Dicranota",0.155,"Broadstone Stream","June"
"200","Cordulegaster","Cordulegaster11June",30.12633262,"Nemurella",0.57,"Broadstone Stream","June"
"201","Cordulegaster","Cordulegaster11June",30.12633262,"Nemurella",0.57,"Broadstone Stream","June"
"202","Cordulegaster","Cordulegaster11June",30.12633262,"Nemurella",0.57,"Broadstone Stream","June"
"203","Cordulegaster","Cordulegaster11June",30.12633262,"Nemurella",0.77,"Broadstone Stream","June"
"204","Cordulegaster","Cordulegaster12June",60.58397661,"Nemurella",1,"Broadstone Stream","June"
"205","Cordulegaster","Cordulegaster12June",60.58397661,"Nemurella",2,"Broadstone Stream","June"
"206","Cordulegaster","Cordulegaster12June",60.58397661,"Nemurella",1,"Broadstone Stream","June"
"207","Cordulegaster","Cordulegaster13June",50.28413309,"Potamophylax",0.86,"Broadstone Stream","June"
"208","Cordulegaster","Cordulegaster13June",50.28413309,"Nemurella",0.47,"Broadstone Stream","June"
"209","Cordulegaster","Cordulegaster14June",133.0993523,"Zavrelimyia",0.7,"Broadstone Stream","June"
"210","Cordulegaster","Cordulegaster14June",133.0993523,"Leuctra.nigra",0.37,"Broadstone Stream","June"
"211","Cordulegaster","Cordulegaster14June",133.0993523,"Leuctra.nigra",0.46,"Broadstone Stream","June"
"212","Cordulegaster","Cordulegaster15June",60.58397661,"Nemurella",0.57,"Broadstone Stream","June"
"213","Cordulegaster","Cordulegaster15June",60.58397661,"Nemurella",0.19,"Broadstone Stream","June"
"214","Cordulegaster","Cordulegaster15June",60.58397661,"Nemurella",0.41,"Broadstone Stream","June"
"215","Cordulegaster","Cordulegaster17June",64.94937883,"Trissopelopia",0.03,"Broadstone Stream","June"
"216","Cordulegaster","Cordulegaster19June",69.74179632,"Zavrelimyia",0.25,"Broadstone Stream","June"
"217","Cordulegaster","Cordulegaster19June",69.74179632,"Nemurella",0.49,"Broadstone Stream","June"
"218","Cordulegaster","Cordulegaster21June",27.49345374,"Nemurella",0.15,"Broadstone Stream","June"
"219","Cordulegaster","Cordulegaster22June",69.74179632,"Zavrelimyia",0.2,"Broadstone Stream","June"
"220","Cordulegaster","Cordulegaster22June",69.74179632,"Nemurella",0.28,"Broadstone Stream","June"
"221","Cordulegaster","Cordulegaster23June",8.475143413,"Nemurella",0.28,"Broadstone Stream","June"
"222","Cordulegaster","Cordulegaster26June",52.2450521,"Macropelopia",0.09,"Broadstone Stream","June"
"223","Cordulegaster","Cordulegaster27June",72.16332428,"Leuctra.nigra",0.26,"Broadstone Stream","June"
"224","Cordulegaster","Cordulegaster28June",34.86855834,"Nemurella",0.28,"Broadstone Stream","June"
"225","Cordulegaster","Cordulegaster29June",34.86855834,"Leuctra.nigra",0.18,"Broadstone Stream","June"
"226","Cordulegaster","Cordulegaster30June",74.63877521,"Pedicia",0.91,"Broadstone Stream","June"
"227","Cordulegaster","Cordulegaster30June",74.63877521,"Potamophylax",0.34,"Broadstone Stream","June"
"228","Cordulegaster","Cordulegaster30June",74.63877521,"Nemurella",0.19,"Broadstone Stream","June"
"229","Cordulegaster","Cordulegaster30June",74.63877521,"Nemurella",0.54,"Broadstone Stream","June"
"230","Cordulegaster","Cordulegaster31June",72.16332428,"Nemurella",0.57,"Broadstone Stream","June"
"231","Cordulegaster","Cordulegaster31June",72.16332428,"Nemurella",0.28,"Broadstone Stream","June"
"232","Cordulegaster","Cordulegaster34June",19.12565403,"Zavrelimyia",0.2,"Broadstone Stream","June"
"233","Cordulegaster","Cordulegaster34June",19.12565403,"Trissopelopia",0.28,"Broadstone Stream","June"
"234","Cordulegaster","Cordulegaster34June",19.12565403,"Nemurella",0.57,"Broadstone Stream","June"
"235","Cordulegaster","Cordulegaster34June",19.12565403,"Polypedilum",0.086,"Broadstone Stream","June"
"236","Cordulegaster","Cordulegaster37June",31.78638446,"Macropelopia",0.16,"Broadstone Stream","June"
"237","Cordulegaster","Cordulegaster38June",33.24554768,"Polypedilum",0.086,"Broadstone Stream","June"
"238","Cordulegaster","Cordulegaster39June",33.252598,"Plectrocnemia",0.03,"Broadstone Stream","June"
"239","Cordulegaster","Cordulegaster39June",33.252598,"Zavrelimyia",0.3,"Broadstone Stream","June"
"240","Cordulegaster","Cordulegaster39June",33.252598,"Nemurella",0.49,"Broadstone Stream","June"
"241","Cordulegaster","Cordulegaster39June",33.252598,"Nemurella",0.57,"Broadstone Stream","June"
"242","Cordulegaster","Cordulegaster39June",33.252598,"Nemurella",0.41,"Broadstone Stream","June"
"243","Cordulegaster","Cordulegaster40June",74.63877521,"Zavrelimyia",0.2,"Broadstone Stream","June"
"244","Cordulegaster","Cordulegaster40June",74.63877521,"Nemurella",0.23,"Broadstone Stream","June"
"245","Cordulegaster","Cordulegaster40June",74.63877521,"Nemurella",0.41,"Broadstone Stream","June"
"246","Cordulegaster","Cordulegaster40June",74.63877521,"Nemurella",0.77,"Broadstone Stream","June"
"247","Cordulegaster","Cordulegaster40June",74.63877521,"Nemurella",0.41,"Broadstone Stream","June"
"248","Cordulegaster","Cordulegaster40June",74.63877521,"Nemurella",0.04,"Broadstone Stream","June"
"249","Cordulegaster","Cordulegaster41June",23.44573552,"Trissopelopia",0.14,"Broadstone Stream","June"
"250","Cordulegaster","Cordulegaster41June",23.44573552,"Nemurella",0.57,"Broadstone Stream","June"
"251","Cordulegaster","Cordulegaster42June",122.0761958,"Siphonoperla",0.27,"Broadstone Stream","June"
